"site","species","presence","pH","moisture","canopy","elevation","substrate"
"12","Berberis_nervosa",0,1.60938183384249,1.58847129203436,0.547124378884819,-1.66102649256687,"dry_slope"
"12","Whipplea_modesta",0,1.60938183384249,1.58847129203436,0.547124378884819,-1.66102649256687,"dry_slope"
"12","Gaultheria_shallon",0,1.60938183384249,1.58847129203436,0.547124378884819,-1.66102649256687,"dry_slope"
"12","Chrysolepis_chrysophylla",1,1.60938183384249,1.58847129203436,0.547124378884819,-1.66102649256687,"dry_slope"
"12","Linnaea_borealis_var_longiflora",0,1.60938183384249,1.58847129203436,0.547124378884819,-1.66102649256687,"dry_slope"
"12","Polystichum_munitum",0,1.60938183384249,1.58847129203436,0.547124378884819,-1.66102649256687,"dry_slope"
"157","Berberis_nervosa",1,1.29554322199242,0.980152979489794,0.918285919135885,-1.56611069299162,"dry_slope"
"157","Gaultheria_shallon",0,1.29554322199242,0.980152979489794,0.918285919135885,-1.56611069299162,"dry_slope"
"157","Linnaea_borealis_var_longiflora",0,1.29554322199242,0.980152979489794,0.918285919135885,-1.56611069299162,"dry_slope"
"157","Whipplea_modesta",1,1.29554322199242,0.980152979489794,0.918285919135885,-1.56611069299162,"dry_slope"
"157","Chrysolepis_chrysophylla",1,1.29554322199242,0.980152979489794,0.918285919135885,-1.56611069299162,"dry_slope"
"157","Polystichum_munitum",0,1.29554322199242,0.980152979489794,0.918285919135885,-1.56611069299162,"dry_slope"
"160","Gaultheria_shallon",1,-1.34070111137815,0.152175651604217,1.03490888969248,-1.47119489341637,"mesic_slope"
"160","Linnaea_borealis_var_longiflora",1,-1.34070111137815,0.152175651604217,1.03490888969248,-1.47119489341637,"mesic_slope"
"160","Chrysolepis_chrysophylla",1,-1.34070111137815,0.152175651604217,1.03490888969248,-1.47119489341637,"mesic_slope"
"160","Berberis_nervosa",1,-1.34070111137815,0.152175651604217,1.03490888969248,-1.47119489341637,"mesic_slope"
"160","Polystichum_munitum",1,-1.34070111137815,0.152175651604217,1.03490888969248,-1.47119489341637,"mesic_slope"
"160","Whipplea_modesta",1,-1.34070111137815,0.152175651604217,1.03490888969248,-1.47119489341637,"mesic_slope"
"163","Linnaea_borealis_var_longiflora",1,-1.15239794484655,-0.205103782133725,1.22424835042156,-1.37627909384112,"mesic_slope"
"163","Chrysolepis_chrysophylla",1,-1.15239794484655,-0.205103782133725,1.22424835042156,-1.37627909384112,"mesic_slope"
"163","Gaultheria_shallon",1,-1.15239794484655,-0.205103782133725,1.22424835042156,-1.37627909384112,"mesic_slope"
"163","Whipplea_modesta",0,-1.15239794484655,-0.205103782133725,1.22424835042156,-1.37627909384112,"mesic_slope"
"163","Polystichum_munitum",1,-1.15239794484655,-0.205103782133725,1.22424835042156,-1.37627909384112,"mesic_slope"
"163","Berberis_nervosa",0,-1.15239794484655,-0.205103782133725,1.22424835042156,-1.37627909384112,"mesic_slope"
"164","Polystichum_munitum",0,-0.273649833401671,-1.94309704063262,1.31747151485392,-1.28136329426587,"mesic_slope"
"164","Berberis_nervosa",0,-0.273649833401671,-1.94309704063262,1.31747151485392,-1.28136329426587,"mesic_slope"
"164","Gaultheria_shallon",1,-0.273649833401671,-1.94309704063262,1.31747151485392,-1.28136329426587,"mesic_slope"
"164","Linnaea_borealis_var_longiflora",1,-0.273649833401671,-1.94309704063262,1.31747151485392,-1.28136329426587,"mesic_slope"
"164","Whipplea_modesta",1,-0.273649833401671,-1.94309704063262,1.31747151485392,-1.28136329426587,"mesic_slope"
"164","Chrysolepis_chrysophylla",1,-0.273649833401671,-1.94309704063262,1.31747151485392,-1.28136329426587,"mesic_slope"
"185","Gaultheria_shallon",0,1.37400287471392,1.21416780385966,1.31658403684352,-1.18644749469062,"dry_slope"
"185","Polystichum_munitum",0,1.37400287471392,1.21416780385966,1.31658403684352,-1.18644749469062,"dry_slope"
"185","Berberis_nervosa",0,1.37400287471392,1.21416780385966,1.31658403684352,-1.18644749469062,"dry_slope"
"185","Chrysolepis_chrysophylla",0,1.37400287471392,1.21416780385966,1.31658403684352,-1.18644749469062,"dry_slope"
"185","Linnaea_borealis_var_longiflora",0,1.37400287471392,1.21416780385966,1.31658403684352,-1.18644749469062,"dry_slope"
"185","Whipplea_modesta",0,1.37400287471392,1.21416780385966,1.31658403684352,-1.18644749469062,"dry_slope"
"187","Gaultheria_shallon",0,0.66786600022041,-0.178646997003075,1.01571807095398,-1.09153169511537,"dry_slope"
"187","Berberis_nervosa",0,0.66786600022041,-0.178646997003075,1.01571807095398,-1.09153169511537,"dry_slope"
"187","Chrysolepis_chrysophylla",0,0.66786600022041,-0.178646997003075,1.01571807095398,-1.09153169511537,"dry_slope"
"187","Linnaea_borealis_var_longiflora",0,0.66786600022041,-0.178646997003075,1.01571807095398,-1.09153169511537,"dry_slope"
"187","Polystichum_munitum",1,0.66786600022041,-0.178646997003075,1.01571807095398,-1.09153169511537,"dry_slope"
"187","Whipplea_modesta",1,0.66786600022041,-0.178646997003075,1.01571807095398,-1.09153169511537,"dry_slope"
"188","Linnaea_borealis_var_longiflora",0,0.981704611106415,0.468229076773933,0.678799535056944,-0.996615895540124,"dry_slope"
"188","Gaultheria_shallon",0,0.981704611106415,0.468229076773933,0.678799535056944,-0.996615895540124,"dry_slope"
"188","Whipplea_modesta",1,0.981704611106415,0.468229076773933,0.678799535056944,-0.996615895540124,"dry_slope"
"188","Chrysolepis_chrysophylla",0,0.981704611106415,0.468229076773933,0.678799535056944,-0.996615895540124,"dry_slope"
"188","Berberis_nervosa",0,0.981704611106415,0.468229076773933,0.678799535056944,-0.996615895540124,"dry_slope"
"188","Polystichum_munitum",0,0.981704611106415,0.468229076773933,0.678799535056944,-0.996615895540124,"dry_slope"
"190","Polystichum_munitum",0,0.730633722397611,-0.0145697954033782,0.234356075302649,-0.901700095964874,"dry_slope"
"190","Chrysolepis_chrysophylla",1,0.730633722397611,-0.0145697954033782,0.234356075302649,-0.901700095964874,"dry_slope"
"190","Berberis_nervosa",1,0.730633722397611,-0.0145697954033782,0.234356075302649,-0.901700095964874,"dry_slope"
"190","Gaultheria_shallon",1,0.730633722397611,-0.0145697954033782,0.234356075302649,-0.901700095964874,"dry_slope"
"190","Linnaea_borealis_var_longiflora",1,0.730633722397611,-0.0145697954033782,0.234356075302649,-0.901700095964874,"dry_slope"
"190","Whipplea_modesta",0,0.730633722397611,-0.0145697954033782,0.234356075302649,-0.901700095964874,"dry_slope"
"191","Polystichum_munitum",1,0.589406347498909,-0.277709650311795,-0.223371067504065,-0.806784296389624,"dry_slope"
"191","Gaultheria_shallon",0,0.589406347498909,-0.277709650311795,-0.223371067504065,-0.806784296389624,"dry_slope"
"191","Chrysolepis_chrysophylla",0,0.589406347498909,-0.277709650311795,-0.223371067504065,-0.806784296389624,"dry_slope"
"191","Linnaea_borealis_var_longiflora",0,0.589406347498909,-0.277709650311795,-0.223371067504065,-0.806784296389624,"dry_slope"
"191","Whipplea_modesta",1,0.589406347498909,-0.277709650311795,-0.223371067504065,-0.806784296389624,"dry_slope"
"191","Berberis_nervosa",0,0.589406347498909,-0.277709650311795,-0.223371067504065,-0.806784296389624,"dry_slope"
"192","Gaultheria_shallon",1,-1.52900427790976,0.682965019563637,-0.791225431321905,-0.711868496814374,"mesic_slope"
"192","Linnaea_borealis_var_longiflora",1,-1.52900427790976,0.682965019563637,-0.791225431321905,-0.711868496814374,"mesic_slope"
"192","Polystichum_munitum",1,-1.52900427790976,0.682965019563637,-0.791225431321905,-0.711868496814374,"mesic_slope"
"192","Whipplea_modesta",1,-1.52900427790976,0.682965019563637,-0.791225431321905,-0.711868496814374,"mesic_slope"
"192","Berberis_nervosa",1,-1.52900427790976,0.682965019563637,-0.791225431321905,-0.711868496814374,"mesic_slope"
"192","Chrysolepis_chrysophylla",1,-1.52900427790976,0.682965019563637,-0.791225431321905,-0.711868496814374,"mesic_slope"
"193","Linnaea_borealis_var_longiflora",0,0.730633722397611,0.0432668493371137,-0.977998813369507,-0.616952697239124,"dry_slope"
"193","Berberis_nervosa",1,0.730633722397611,0.0432668493371137,-0.977998813369507,-0.616952697239124,"dry_slope"
"193","Whipplea_modesta",0,0.730633722397611,0.0432668493371137,-0.977998813369507,-0.616952697239124,"dry_slope"
"193","Gaultheria_shallon",1,0.730633722397611,0.0432668493371137,-0.977998813369507,-0.616952697239124,"dry_slope"
"193","Chrysolepis_chrysophylla",1,0.730633722397611,0.0432668493371137,-0.977998813369507,-0.616952697239124,"dry_slope"
"193","Polystichum_munitum",1,0.730633722397611,0.0432668493371137,-0.977998813369507,-0.616952697239124,"dry_slope"
"224","Chrysolepis_chrysophylla",0,-0.430569138844674,-1.47506739189288,-1.29182895298793,-0.522036897663875,"mesic_slope"
"224","Whipplea_modesta",1,-0.430569138844674,-1.47506739189288,-1.29182895298793,-0.522036897663875,"mesic_slope"
"224","Polystichum_munitum",1,-0.430569138844674,-1.47506739189288,-1.29182895298793,-0.522036897663875,"mesic_slope"
"224","Gaultheria_shallon",1,-0.430569138844674,-1.47506739189288,-1.29182895298793,-0.522036897663875,"mesic_slope"
"224","Berberis_nervosa",0,-0.430569138844674,-1.47506739189288,-1.29182895298793,-0.522036897663875,"mesic_slope"
"224","Linnaea_borealis_var_longiflora",1,-0.430569138844674,-1.47506739189288,-1.29182895298793,-0.522036897663875,"mesic_slope"
"225","Gaultheria_shallon",1,-1.05824636158075,-0.200594123991139,-1.4302140952088,-0.427121098088625,"mesic_slope"
"225","Polystichum_munitum",0,-1.05824636158075,-0.200594123991139,-1.4302140952088,-0.427121098088625,"mesic_slope"
"225","Chrysolepis_chrysophylla",0,-1.05824636158075,-0.200594123991139,-1.4302140952088,-0.427121098088625,"mesic_slope"
"225","Whipplea_modesta",0,-1.05824636158075,-0.200594123991139,-1.4302140952088,-0.427121098088625,"mesic_slope"
"225","Linnaea_borealis_var_longiflora",0,-1.05824636158075,-0.200594123991139,-1.4302140952088,-0.427121098088625,"mesic_slope"
"225","Berberis_nervosa",0,-1.05824636158075,-0.200594123991139,-1.4302140952088,-0.427121098088625,"mesic_slope"
"227","Polystichum_munitum",0,-1.21516566702375,0.132483353687448,-1.38715390588218,-0.332205298513375,"mesic_slope"
"227","Linnaea_borealis_var_longiflora",0,-1.21516566702375,0.132483353687448,-1.38715390588218,-0.332205298513375,"mesic_slope"
"227","Gaultheria_shallon",0,-1.21516566702375,0.132483353687448,-1.38715390588218,-0.332205298513375,"mesic_slope"
"227","Chrysolepis_chrysophylla",0,-1.21516566702375,0.132483353687448,-1.38715390588218,-0.332205298513375,"mesic_slope"
"227","Berberis_nervosa",1,-1.21516566702375,0.132483353687448,-1.38715390588218,-0.332205298513375,"mesic_slope"
"227","Whipplea_modesta",1,-1.21516566702375,0.132483353687448,-1.38715390588218,-0.332205298513375,"mesic_slope"
"230","Linnaea_borealis_var_longiflora",1,-0.430569138844674,-1.41723074715239,-1.13563350430589,-0.237289498938125,"mesic_slope"
"230","Polystichum_munitum",1,-0.430569138844674,-1.41723074715239,-1.13563350430589,-0.237289498938125,"mesic_slope"
"230","Whipplea_modesta",0,-0.430569138844674,-1.41723074715239,-1.13563350430589,-0.237289498938125,"mesic_slope"
"230","Berberis_nervosa",1,-0.430569138844674,-1.41723074715239,-1.13563350430589,-0.237289498938125,"mesic_slope"
"230","Gaultheria_shallon",1,-0.430569138844674,-1.41723074715239,-1.13563350430589,-0.237289498938125,"mesic_slope"
"230","Chrysolepis_chrysophylla",1,-0.430569138844674,-1.41723074715239,-1.13563350430589,-0.237289498938125,"mesic_slope"
"248","Berberis_nervosa",0,0.981704611106415,0.64173901099541,-0.71927008080615,-0.142373699362875,"dry_slope"
"248","Chrysolepis_chrysophylla",0,0.981704611106415,0.64173901099541,-0.71927008080615,-0.142373699362875,"dry_slope"
"248","Whipplea_modesta",0,0.981704611106415,0.64173901099541,-0.71927008080615,-0.142373699362875,"dry_slope"
"248","Linnaea_borealis_var_longiflora",0,0.981704611106415,0.64173901099541,-0.71927008080615,-0.142373699362875,"dry_slope"
"248","Polystichum_munitum",0,0.981704611106415,0.64173901099541,-0.71927008080615,-0.142373699362875,"dry_slope"
"248","Gaultheria_shallon",0,0.981704611106415,0.64173901099541,-0.71927008080615,-0.142373699362875,"dry_slope"
"29","Chrysolepis_chrysophylla",0,-0.744407749730678,-0.751075791795215,-0.436731480703635,-0.0474578997876249,"mesic_slope"
"29","Whipplea_modesta",0,-0.744407749730678,-0.751075791795215,-0.436731480703635,-0.0474578997876249,"mesic_slope"
"29","Linnaea_borealis_var_longiflora",1,-0.744407749730678,-0.751075791795215,-0.436731480703635,-0.0474578997876249,"mesic_slope"
"29","Gaultheria_shallon",0,-0.744407749730678,-0.751075791795215,-0.436731480703635,-0.0474578997876249,"mesic_slope"
"29","Berberis_nervosa",1,-0.744407749730678,-0.751075791795215,-0.436731480703635,-0.0474578997876249,"mesic_slope"
"29","Polystichum_munitum",1,-0.744407749730678,-0.751075791795215,-0.436731480703635,-0.0474578997876249,"mesic_slope"
"30","Linnaea_borealis_var_longiflora",1,-0.901327056137748,-0.417998312188741,-0.00277884323384758,0.0474578997876249,"mesic_slope"
"30","Gaultheria_shallon",1,-0.901327056137748,-0.417998312188741,-0.00277884323384758,0.0474578997876249,"mesic_slope"
"30","Berberis_nervosa",0,-0.901327056137748,-0.417998312188741,-0.00277884323384758,0.0474578997876249,"mesic_slope"
"30","Polystichum_munitum",1,-0.901327056137748,-0.417998312188741,-0.00277884323384758,0.0474578997876249,"mesic_slope"
"30","Chrysolepis_chrysophylla",0,-0.901327056137748,-0.417998312188741,-0.00277884323384758,0.0474578997876249,"mesic_slope"
"30","Whipplea_modesta",0,-0.901327056137748,-0.417998312188741,-0.00277884323384758,0.0474578997876249,"mesic_slope"
"306","Berberis_nervosa",0,1.29554322199242,1.32717284793275,0.588547462684887,0.142373699362875,"dry_slope"
"306","Linnaea_borealis_var_longiflora",0,1.29554322199242,1.32717284793275,0.588547462684887,0.142373699362875,"dry_slope"
"306","Polystichum_munitum",0,1.29554322199242,1.32717284793275,0.588547462684887,0.142373699362875,"dry_slope"
"306","Chrysolepis_chrysophylla",1,1.29554322199242,1.32717284793275,0.588547462684887,0.142373699362875,"dry_slope"
"306","Whipplea_modesta",1,1.29554322199242,1.32717284793275,0.588547462684887,0.142373699362875,"dry_slope"
"306","Gaultheria_shallon",0,1.29554322199242,1.32717284793275,0.588547462684887,0.142373699362875,"dry_slope"
"308","Whipplea_modesta",0,-0.336417555578872,-1.50911549691062,0.856147246530314,0.237289498938125,"mesic_slope"
"308","Berberis_nervosa",0,-0.336417555578872,-1.50911549691062,0.856147246530314,0.237289498938125,"mesic_slope"
"308","Gaultheria_shallon",1,-0.336417555578872,-1.50911549691062,0.856147246530314,0.237289498938125,"mesic_slope"
"308","Chrysolepis_chrysophylla",0,-0.336417555578872,-1.50911549691062,0.856147246530314,0.237289498938125,"mesic_slope"
"308","Linnaea_borealis_var_longiflora",0,-0.336417555578872,-1.50911549691062,0.856147246530314,0.237289498938125,"mesic_slope"
"308","Polystichum_munitum",0,-0.336417555578872,-1.50911549691062,0.856147246530314,0.237289498938125,"mesic_slope"
